data,campeonatoAno,ginasio,fase,timeCasa,pontosTimeCasa,acertos3PtsTimeCasa,acertos2PtsTimeCasa,LanceLivreTimeCasa,rebotesTimeCasa,assistsTimeCasa,RoubadasTimeCasa,TocosTimeCasa,FaltasTimeCasa,timeFora,pontosTimeFora,acertos3PtsTimeFora,acertos2PtsTimeFora,LanceLivreTimeFora,rebotesTimeFora,assistsTimeFora,RoubadasTimeFora,TocosTimeFora,FaltasTimeFora
17/10/2022,2022/2023,Centro de Formação Olímpica                                    ,1º TURNO,Fortaleza B. C.,80,3,29,13,44,20,9,6,27,Cerrado Basquete,86,12,15,20,34,12,11,1,23
15/10/2022,2022/2023,Arena UniBH                                    ,1º TURNO,123 Minas,73,8,22,5,39,16,6,2,22,Flamengo,85,13,14,18,36,22,4,3,14
17/10/2022,2022/2023,Gin. Felipe Karam                                    ,1º TURNO,Rio Claro,71,6,20,13,35,10,7,2,17,São Paulo,98,17,20,7,33,20,6,0,13
19/10/2022,2022/2023,Centro de Formação Olímpica                                    ,1º TURNO,Fortaleza B. C.,62,4,18,14,50,8,7,2,29,BRB/Brasília,75,6,20,17,41,11,6,0,28
18/10/2022,2022/2023,Ginásio Pedrocão                                    ,1º TURNO,Sesi Franca,83,12,18,11,55,16,4,4,16,Paulistano,62,4,20,10,45,13,10,2,24
17/10/2022,2022/2023,Ginásio do Sesi                                    ,1º TURNO,Pato Basquete,61,9,14,6,42,7,10,1,10,Oscar São José Basketball,71,11,16,6,45,17,8,1,14
18/10/2022,2022/2023,Poliesportivo H. Villaboim                                    ,1º TURNO,Pinheiros,81,9,17,20,28,25,9,4,12,123 Minas,72,12,13,10,38,21,5,2,20
17/10/2022,2022/2023,Arena UNIFACISA                                    ,1º TURNO,UNIFACISA,84,13,21,3,34,22,5,0,18,BRB/Brasília,71,6,23,7,32,17,5,0,16
24/10/2022,2022/2023,Poliesportivo H. Villaboim                                    ,1º TURNO,Paulistano,76,9,19,11,44,24,7,3,18,Pato Basquete,69,8,18,9,32,10,18,0,17
15/10/2022,2022/2023,Ginásio Wlamir Marques                                    ,1º TURNO,Corinthians,82,5,26,15,28,20,7,4,18,Oscar São José Basketball,77,9,18,14,38,20,7,0,18
24/10/2022,2022/2023,Arena UniBH                                    ,1º TURNO,123 Minas,92,12,24,8,41,22,11,1,21,Sesi Franca,94,12,20,18,39,21,4,1,16
15/10/2022,2022/2023,Gin. Felipe Karam                                    ,1º TURNO,Rio Claro,93,7,31,10,32,18,5,4,23,Paulistano,88,7,22,23,34,17,8,1,16
15/10/2022,2022/2023,Arena UNIFACISA                                    ,1º TURNO,UNIFACISA,90,6,30,12,40,24,7,2,20,Cerrado Basquete,79,10,17,15,27,19,9,0,16
24/10/2022,2022/2023,Arena BRB Nilson Nelson                                    ,1º TURNO,BRB/Brasília,68,6,14,22,44,14,4,0,23,Pinheiros,71,5,19,18,57,11,7,3,25
22/10/2022,2022/2023,ASCEB                                    ,1º TURNO,Cerrado Basquete,93,20,11,11,37,16,8,2,18,Pinheiros,95,10,23,19,49,20,6,7,17
22/10/2022,2022/2023,Gin. Felipe Karam                                    ,1º TURNO,Rio Claro,79,9,22,8,28,15,5,1,21,Sesi Franca,93,17,16,10,40,18,2,1,16
28/06/2009,2008/2009,                                    ,FINAL,Flamengo,76,5,20,21,35,11,7,1,21,Brasília,68,7,16,15,37,10,2,2,27
06/06/2010,2009/2010,HSBC Arena                                    ,FINAL,Brasília,76,11,14,15,34,15,8,1,21,Flamengo,74,7,19,15,28,10,10,1,24
21/11/2010,2010/2011,HSBC Arena                                    ,1º TURNO,Flamengo,112,9,33,19,41,29,13,2,19,Vitória (ES),58,4,16,14,26,8,3,2,19
18/03/2011,2010/2011,Gin. Linneu de Moura                                    ,2º TURNO,Flamengo,84,7,28,7,42,8,4,2,14,Minas,71,6,21,11,30,12,5,0,13
02/06/2012,2011/2012,Gávea (RJ)                                    ,FINAL,São José,62,5,17,13,32,7,4,3,17,Brasília,78,6,22,16,31,16,10,2,22
18/03/2011,2010/2011,Gin. Linneu de Moura                                    ,2º TURNO,Limeira,81,7,24,12,24,11,7,1,20,São José,84,13,14,17,30,21,7,2,23
15/12/2012,2012/2013,Tijuca Tênis Clube                                    ,1º TURNO,Suzano,80,0,0,0,0,0,0,0,0,São José,100,0,0,0,0,0,0,0,0
26/04/2013,2012/2013,Ginásio Paulo Sarasate                                    ,OITAVAS,Basq. Cearense,68,8,20,4,32,17,9,3,19,Paulistano,69,5,22,10,47,8,3,1,14
18/01/2014,2013/2014,Ginásio Gualberto Moreira                                    ,1º TURNO,L. Sorocabana,79,3,21,28,32,8,6,3,25,Minas,76,5,20,21,27,13,6,3,31
03/04/2014,2013/2014,Ginásio Paulo Sarasate                                    ,2º TURNO,Basq. Cearense,81,7,28,4,42,18,12,2,17,Flamengo,88,15,16,11,37,22,8,2,13
11/06/2016,2015/2016,Arena Carioca 2                                    ,FINAL,Flamengo,100,13,21,19,43,21,10,2,24,Bauru,66,5,16,19,41,6,3,0,24
04/06/2016,2015/2016,Ginásio Neusa Galetti                                    ,FINAL,Bauru,94,14,18,16,43,22,10,1,16,Flamengo,81,9,22,10,31,14,13,3,23
22/12/2017,2017/2018,Ginásio Paulo Sarasate                                    ,1º TURNO,Basq. Cearense,80,9,22,9,47,24,4,2,19,Joinville / AABJ ,66,9,11,17,29,8,12,0,20
14/04/2015,2014/2015,ASCEB                                    ,OITAVAS,Brasília,82,9,18,19,36,9,11,4,24,Pinheiros,76,7,20,15,27,7,8,3,23
15/03/2020,2019/2020,Arena UNIFACISA                                    ,2º TURNO,UNIFACISA,103,13,25,14,38,21,5,2,27,São Paulo,106,21,11,21,36,25,2,1,16
08/06/2019,2018/2019,Ginásio Pedrocão                                    ,FINAL,Sesi Franca,72,5,18,21,34,11,6,1,21,Flamengo,81,9,18,18,38,11,5,2,24
27/05/2021,2020/2021,Maracanãzinho                                    ,FINAL,São Paulo,85,10,22,11,38,19,1,3,16,Flamengo,93,14,19,13,34,22,6,1,17
24/05/2021,2020/2021,Maracanãzinho                                    ,FINAL,São Paulo,81,5,24,18,38,15,4,3,15,Flamengo,82,15,14,9,40,16,4,1,25
22/05/2021,2020/2021,Maracanãzinho                                    ,FINAL,Flamengo,96,16,19,10,43,19,3,3,16,São Paulo,93,13,21,12,38,18,2,2,14
12/05/2021,2020/2021,Maracanãzinho                                    ,SEMI,Paulistano,75,7,21,12,36,17,8,3,25,Flamengo,81,5,24,18,42,13,6,0,20
15/05/2021,2020/2021,Maracanãzinho                                    ,SEMI,Paulistano,58,6,18,4,49,12,4,3,18,Flamengo,69,5,21,12,54,23,4,2,12
15/05/2021,2020/2021,Maracanãzinho                                    ,SEMI,São Paulo,80,12,16,12,36,18,5,1,19,Minas,79,12,14,15,31,17,2,0,21
12/05/2021,2020/2021,Maracanãzinho                                    ,SEMI,São Paulo,90,13,17,17,36,14,6,4,19,Minas,85,11,20,12,33,14,3,1,25
10/05/2021,2020/2021,Maracanãzinho                                    ,SEMI,Flamengo,92,11,21,17,45,21,6,2,24,Paulistano,69,7,15,18,39,11,4,0,25
10/05/2021,2020/2021,Maracanãzinho                                    ,SEMI,Minas,70,3,24,13,31,17,5,1,12,São Paulo,88,18,15,4,43,18,6,5,17
03/05/2021,2020/2021,Arena UniBH                                    ,QUARTAS,Minas,93,16,15,15,41,20,4,0,23,Sesi Franca,68,4,23,10,25,19,8,1,21
02/05/2021,2020/2021,Maracanãzinho                                    ,QUARTAS,Paulistano,78,8,19,16,36,17,7,2,18,Bauru,65,5,18,14,42,11,2,0,20
01/05/2021,2020/2021,Arena UniBH                                    ,QUARTAS,Minas,72,11,14,11,43,15,4,5,21,Sesi Franca,82,13,17,9,33,23,11,2,18
01/05/2021,2020/2021,Arena UniBH                                    ,QUARTAS,São Paulo,79,9,19,14,49,14,8,4,14,Corinthians,68,11,16,3,32,15,2,1,18
30/04/2021,2020/2021,Maracanãzinho                                    ,QUARTAS,Flamengo,77,11,19,6,38,17,9,1,11,Mogi,67,7,20,6,46,14,8,4,19
30/04/2021,2020/2021,Maracanãzinho                                    ,QUARTAS,Paulistano,77,10,18,11,36,14,4,1,19,Bauru,87,10,23,11,35,22,6,3,18
29/04/2021,2020/2021,Arena UniBH                                    ,QUARTAS,Sesi Franca,85,10,19,17,33,20,11,2,23,Minas,91,11,22,14,33,20,10,2,21
29/04/2021,2020/2021,Arena UniBH                                    ,QUARTAS,Corinthians,71,10,17,7,35,14,8,1,21,São Paulo,78,9,17,17,45,17,7,2,14
28/04/2021,2020/2021,Maracanãzinho                                    ,QUARTAS,Bauru,66,7,15,15,35,15,4,0,18,Paulistano,78,12,18,6,38,14,8,2,19
28/04/2021,2020/2021,Maracanãzinho                                    ,QUARTAS,Mogi,79,8,23,9,39,26,3,2,25,Flamengo,109,21,13,20,38,24,12,3,12
25/04/2021,2020/2021,Maracanãzinho                                    ,OITAVAS,Mogi,94,8,23,24,41,24,6,2,20,UNIFACISA,85,16,12,13,41,17,7,0,27
24/04/2021,2020/2021,Arena UniBH                                    ,OITAVAS,Sesi Franca,82,6,24,16,53,19,6,1,20,Fortaleza B. C.,58,8,9,16,37,6,5,0,25
24/04/2021,2020/2021,Arena UniBH                                    ,OITAVAS,Corinthians,89,10,18,23,39,25,11,3,20,Pato Basquete,84,5,27,15,50,23,7,3,26
23/04/2021,2020/2021,Ginásio do Maracanazinho                                    ,OITAVAS,Mogi,84,2,30,18,33,20,4,5,27,UNIFACISA,95,9,24,20,42,19,9,0,24
13/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Pinheiros,84,8,23,14,30,19,12,3,23,VipTech CMB,75,9,17,14,40,17,8,1,21
23/04/2021,2020/2021,Ginásio do Maracanazinho                                    ,OITAVAS,Bauru,74,11,17,7,23,18,5,3,23,KTO/Caxias do Sul,73,5,22,14,33,17,3,0,18
22/04/2021,2020/2021,Arena UniBH                                    ,OITAVAS,Pato Basquete,61,9,14,6,32,11,7,0,23,Corinthians,90,12,19,16,44,19,7,2,18
22/04/2021,2020/2021,Arena UniBH                                    ,OITAVAS,Fortaleza B. C.,64,12,9,10,28,12,7,3,16,Sesi Franca,82,10,21,10,35,20,10,2,14
21/04/2021,2020/2021,Ginásio do Maracanazinho                                    ,OITAVAS,UNIFACISA,70,7,21,7,44,18,6,3,16,Mogi,77,10,19,9,34,20,12,3,17
21/04/2021,2020/2021,Ginásio do Maracanazinho                                    ,OITAVAS,KTO/Caxias do Sul,65,4,21,11,36,13,10,1,19,Bauru,75,10,17,11,28,20,8,2,22
13/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Fortaleza B. C.,92,13,18,17,50,19,12,3,20,Paulistano,97,11,25,14,58,27,10,5,20
13/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Bauru,81,8,23,11,50,17,8,7,15,Cerrado Basquete,69,11,15,6,37,15,11,2,14
10/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Fortaleza B. C.,83,6,24,17,42,14,10,0,21,VipTech CMB,84,11,19,13,34,11,5,3,25
11/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Cerrado Basquete,67,8,20,3,32,15,10,3,16,Paulistano,75,6,24,9,48,19,3,0,13
10/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Bauru,82,9,21,13,28,22,7,0,17,Mogi,91,18,15,7,35,25,5,1,22
10/04/2021,2020/2021,ASCEB                                    ,2º TURNO,UNIFACISA,99,12,23,17,35,17,12,5,22,Pato Basquete,80,6,24,14,33,14,6,2,25
09/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Cerrado Basquete,63,6,17,11,41,13,6,0,15,Pinheiros,71,7,20,10,44,20,7,4,14
08/04/2021,2020/2021,ASCEB                                    ,2º TURNO,VipTech CMB,74,9,17,13,36,12,4,1,21,Corinthians,86,11,20,13,37,17,7,2,18
08/04/2021,2020/2021,ASCEB                                    ,2º TURNO,UNIFACISA,72,10,16,10,32,16,4,4,22,Bauru,88,7,28,11,53,23,8,3,19
08/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Mogi,97,12,25,11,47,26,8,2,20,BRB/Brasília,77,14,11,13,33,15,5,1,16
07/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Flamengo,88,12,17,18,49,14,10,2,9,Cerrado Basquete,57,4,21,3,41,13,6,4,18
07/04/2021,2020/2021,ASCEB                                    ,2º TURNO,KTO/Caxias do Sul,83,9,18,20,44,13,3,2,21,Pato Basquete,85,13,19,8,37,18,4,3,27
07/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Pinheiros,47,3,16,6,32,15,9,1,14,Paulistano,69,9,16,10,50,18,9,0,17
06/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Minas,81,8,23,11,40,12,7,4,24,Bauru,79,5,21,22,48,15,10,2,21
06/04/2021,2020/2021,ASCEB                                    ,2º TURNO,VipTech CMB,74,8,21,8,41,15,3,3,15,São Paulo,99,15,21,12,40,16,5,4,13
06/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Fortaleza B. C.,84,14,16,10,41,23,9,5,21,Sesi Franca,69,6,17,17,39,13,10,1,15
05/04/2021,2020/2021,ASCEB                                    ,2º TURNO,KTO/Caxias do Sul,58,8,11,12,35,12,7,3,22,Flamengo,77,13,13,12,48,15,4,3,18
05/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Corinthians,93,11,23,14,35,19,10,3,17,UNIFACISA,79,7,26,6,33,17,11,0,21
05/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Paulistano,70,9,15,13,40,20,14,1,21,BRB/Brasília,66,8,14,14,50,13,10,2,18
04/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Sesi Franca,93,10,26,11,42,19,5,2,20,Cerrado Basquete,81,8,20,17,31,12,5,2,20
04/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Pato Basquete,73,4,24,13,31,13,16,1,20,Mogi,62,8,13,12,38,17,5,4,19
04/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Minas,93,14,18,15,54,20,6,3,15,Pinheiros,61,10,9,13,26,11,9,4,22
03/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Corinthians,78,14,13,10,35,11,6,0,23,São Paulo,85,12,18,13,40,10,6,6,14
03/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Bauru,98,11,21,23,37,15,6,4,26,Fortaleza B. C.,97,11,24,16,50,12,4,3,21
02/04/2021,2020/2021,ASCEB                                    ,2º TURNO,KTO/Caxias do Sul,77,12,14,13,37,14,6,0,17,Sesi Franca,71,6,22,9,32,18,6,2,21
03/04/2021,2020/2021,ASCEB                                    ,2º TURNO,BRB/Brasília,89,12,17,19,41,20,7,1,25,VipTech CMB,79,9,17,18,36,13,4,1,25
02/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Pato Basquete,49,6,10,11,32,10,4,2,22,Paulistano,87,11,20,14,44,17,13,1,17
01/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Cerrado Basquete,80,10,21,8,36,13,9,1,19,São Paulo,86,8,25,12,31,16,11,2,13
01/04/2021,2020/2021,ASCEB                                    ,2º TURNO,Minas,92,13,17,19,44,24,8,2,14,Fortaleza B. C.,66,7,20,5,35,12,4,5,23
18/03/2021,2020/2021,Maracanãzinho                                    ,2º TURNO,Flamengo,98,15,22,9,31,22,13,0,15,Corinthians,85,8,23,15,34,15,8,1,18
17/03/2021,2020/2021,Maracanãzinho                                    ,2º TURNO,Sesi Franca,96,7,30,15,32,22,11,4,21,UNIFACISA,89,10,20,19,33,19,8,2,24
16/03/2021,2020/2021,Maracanãzinho                                    ,2º TURNO,Corinthians,78,9,16,19,35,16,2,2,19,Minas,65,4,19,15,40,14,4,2,23
15/03/2021,2020/2021,Maracanãzinho                                    ,2º TURNO,UNIFACISA,79,9,21,10,34,18,7,3,20,São Paulo,90,7,27,15,40,18,14,5,15
16/03/2021,2020/2021,Maracanãzinho                                    ,2º TURNO,Mogi,74,12,15,8,33,21,3,3,21,Flamengo,89,13,16,18,38,23,6,6,12
14/03/2021,2020/2021,Poliesportivo Henrique Villaboim                                    ,2º TURNO,BRB/Brasília,79,10,19,11,28,16,7,1,21,Sesi Franca,96,9,25,19,43,25,8,3,15
14/03/2021,2020/2021,Poliesportivo H. Villaboim                                    ,2º TURNO,Flamengo,100,14,21,16,47,27,9,0,10,Pinheiros,63,5,22,4,25,22,9,2,16
14/03/2021,2020/2021,Poliesportivo H. Villaboim                                    ,2º TURNO,Corinthians,91,10,22,17,40,26,3,3,23,Pato Basquete,82,9,18,19,36,13,6,0,17
11/03/2021,2020/2021,Poliesportivo H. Villaboim                                    ,2º TURNO,Pato Basquete,89,12,15,23,38,19,13,2,28,Pinheiros,88,12,15,22,39,23,11,3,29
14/03/2021,2020/2021,Poliesportivo H. Villaboim                                    ,2º TURNO,Minas,85,9,22,14,39,18,3,1,19,Mogi,80,6,24,14,35,16,7,4,25
14/03/2021,2020/2021,Poliesportivo H. Villaboim                                    ,2º TURNO,VipTech CMB,73,8,15,19,29,10,3,0,23,KTO/Caxias do Sul,89,9,21,20,45,21,4,1,21
12/03/2021,2020/2021,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,2º TURNO,BRB/Brasília,70,7,21,7,28,12,7,1,28,Bauru,99,7,30,18,43,22,14,0,19
13/03/2021,2020/2021,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,2º TURNO,São Paulo,98,15,22,9,45,23,4,1,16,Fortaleza B. C.,76,3,28,11,34,19,6,2,18
12/03/2021,2020/2021,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,2º TURNO,Minas,74,5,24,11,32,15,8,5,20,KTO/Caxias do Sul,70,5,22,11,39,15,3,2,24
12/03/2021,2020/2021,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,2º TURNO,Paulistano,81,11,20,8,30,26,11,1,17,UNIFACISA,65,8,17,7,35,14,5,2,14
11/03/2021,2020/2021,Poliesportivo H. Villaboim                                    ,2º TURNO,Mogi,96,13,23,11,42,27,6,2,24,VipTech CMB,79,7,23,12,29,24,7,1,18
10/03/2021,2020/2021,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,2º TURNO,São Paulo,92,13,20,13,46,21,17,4,6,BRB/Brasília,46,7,11,3,41,10,4,1,14
09/03/2021,2020/2021,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,2º TURNO,Mogi,62,6,18,8,44,17,7,1,15,Paulistano,69,12,13,7,49,20,4,3,18
06/03/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,Fortaleza B. C.,77,5,23,16,43,13,7,3,18,Corinthians,83,16,15,5,31,24,5,1,21
04/03/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,Flamengo,91,11,16,26,38,14,2,3,21,Bauru,86,13,20,7,26,18,9,1,26
04/03/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,VipTech CMB,73,11,17,6,37,20,9,1,20,Sesi Franca,113,9,36,14,42,28,18,1,16
03/03/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,KTO/Caxias do Sul,81,10,20,11,30,17,4,0,17,Fortaleza B. C.,82,9,23,9,26,9,8,3,23
02/03/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,Sesi Franca,91,9,22,20,37,13,6,3,26,Flamengo,94,16,13,20,39,22,5,4,24
02/03/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,Bauru,104,14,24,14,39,17,10,1,24,VipTech CMB,92,13,18,17,33,23,6,2,19
01/03/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,Paulistano,76,12,11,18,33,18,6,3,23,Minas,74,10,16,12,40,14,7,4,22
28/02/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,Pinheiros,46,4,13,8,43,8,8,2,11,Fortaleza B. C.,92,15,20,7,49,20,7,5,12
01/03/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,São Paulo,84,12,15,18,44,20,2,3,15,Pato Basquete,85,10,22,11,36,25,5,2,20
28/02/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,KTO/Caxias do Sul,91,11,22,14,37,22,5,0,19,Cerrado Basquete,88,9,24,13,33,17,5,6,21
28/02/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,UNIFACISA,88,13,16,17,43,22,9,6,23,Mogi,70,6,18,16,40,19,9,4,22
26/02/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,Pinheiros,73,8,18,13,48,14,5,0,11,UNIFACISA,87,10,23,11,50,26,9,3,17
28/02/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,Corinthians,96,15,20,11,40,23,8,2,15,BRB/Brasília,70,7,23,3,36,12,8,0,17
27/02/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,Sesi Franca,87,7,24,18,22,17,8,2,16,Minas,93,12,25,7,33,18,6,2,19
27/02/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,Flamengo,93,18,18,3,49,24,8,0,20,São Paulo,74,9,17,13,31,10,4,3,17
27/02/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,VipTech CMB,78,11,18,9,42,22,4,0,21,Paulistano,86,10,22,12,39,22,8,0,13
27/02/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,Bauru,101,19,15,14,41,25,3,1,16,Pato Basquete,55,6,13,11,29,12,7,1,19
26/02/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,Mogi,84,13,16,13,46,21,2,5,26,Fortaleza B. C.,94,8,27,16,46,18,11,6,17
26/02/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,Corinthians,83,16,12,11,35,17,6,2,15,Cerrado Basquete,61,4,21,7,40,10,11,0,13
26/02/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,BRB/Brasília,66,6,14,20,27,9,2,1,22,KTO/Caxias do Sul,88,10,20,18,42,20,5,0,25
25/02/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,Paulistano,70,9,20,3,38,13,6,2,20,Flamengo,84,19,7,13,35,25,5,2,13
25/02/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,São Paulo,90,11,20,17,32,19,3,1,20,Minas,92,17,15,11,36,19,3,2,21
25/02/2021,2020/2021,Gin. Antonio Prado Jr                                    ,2º TURNO,Sesi Franca,109,10,30,19,50,25,7,2,20,Pato Basquete,68,8,13,18,35,16,6,1,25
24/02/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,Pinheiros,52,4,14,12,34,12,7,3,12,BRB/Brasília,97,15,22,8,54,30,11,3,18
24/02/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,Cerrado Basquete,78,8,20,14,34,12,9,1,19,Mogi,84,10,20,14,44,22,5,2,19
24/02/2021,2020/2021,Prof. Hugo Ramos                                    ,2º TURNO,UNIFACISA,88,14,18,10,30,19,8,3,21,KTO/Caxias do Sul,83,16,13,9,39,18,8,3,18
14/02/2021,2020/2021,Arena UniBH                                    ,2º TURNO,Pato Basquete,67,8,15,13,24,14,12,1,20,Minas,83,12,18,11,36,22,6,1,21
14/02/2021,2020/2021,Arena UniBH                                    ,2º TURNO,VipTech CMB,74,8,24,2,40,23,9,0,17,Flamengo,93,19,15,6,34,25,8,2,9
13/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,Mogi,87,15,13,16,40,23,3,1,25,Sesi Franca,75,8,17,17,33,12,3,2,21
13/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,Paulistano,63,12,11,5,53,17,7,0,21,São Paulo,71,10,15,11,53,15,4,1,9
13/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,KTO/Caxias do Sul,76,9,12,25,44,14,7,2,19,Pinheiros,73,6,20,15,39,13,8,3,25
12/02/2021,2020/2021,Arena UniBH                                    ,2º TURNO,Minas,91,9,23,18,51,21,4,2,17,VipTech CMB,70,9,20,3,27,15,8,2,24
12/02/2021,2020/2021,Arena UniBH                                    ,2º TURNO,Pato Basquete,61,9,14,6,44,10,8,1,22,Flamengo,85,13,14,18,44,20,11,1,14
11/02/2021,2020/2021,ASCEB                                    ,2º TURNO,BRB/Brasília,73,9,19,8,34,11,5,1,14,Cerrado Basquete,86,13,18,11,45,14,6,3,15
11/02/2021,2020/2021,ASCEB                                    ,2º TURNO,Fortaleza B. C.,75,5,21,18,30,11,11,0,22,UNIFACISA,87,7,25,16,40,19,8,2,25
10/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,São Paulo,100,12,22,20,44,24,8,4,13,Pinheiros,74,8,19,12,34,16,4,1,21
10/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,Bauru,74,9,20,7,45,16,8,2,19,Sesi Franca,70,9,15,13,29,13,9,2,18
10/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,KTO/Caxias do Sul,79,4,27,13,39,20,3,1,23,Corinthians,78,9,17,17,30,12,10,2,23
09/02/2021,2020/2021,ASCEB                                    ,2º TURNO,BRB/Brasília,87,9,20,20,53,14,8,0,21,Fortaleza B. C.,67,6,21,7,27,13,9,2,27
09/02/2021,2020/2021,Arena UniBH                                    ,2º TURNO,Minas,94,7,30,13,38,21,1,5,31,Flamengo,96,10,21,24,43,16,6,3,20
09/02/2021,2020/2021,ASCEB                                    ,2º TURNO,UNIFACISA,67,9,16,8,37,16,4,4,19,Cerrado Basquete,81,7,21,18,37,17,7,2,18
09/02/2021,2020/2021,Arena UniBH                                    ,2º TURNO,Pato Basquete,86,7,27,11,35,17,7,6,21,VipTech CMB,82,10,20,12,36,20,7,4,22
08/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,São Paulo,92,10,25,12,34,20,5,4,16,Bauru,84,15,15,9,20,23,14,1,21
08/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,Sesi Franca,90,8,22,22,30,16,6,1,16,Paulistano,82,11,20,9,24,21,14,1,21
08/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,Pinheiros,67,8,17,9,43,19,6,2,16,Corinthians,98,19,14,13,39,30,12,3,13
08/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,Mogi,86,12,15,20,41,25,5,3,32,KTO/Caxias do Sul,75,5,17,26,31,12,10,3,22
07/02/2021,2020/2021,ASCEB                                    ,2º TURNO,Fortaleza B. C.,86,9,22,15,43,13,15,6,20,Cerrado Basquete,77,10,18,11,46,12,13,4,21
07/02/2021,2020/2021,ASCEB                                    ,2º TURNO,BRB/Brasília,86,6,23,22,36,17,7,1,20,UNIFACISA,103,12,27,13,29,24,12,2,25
06/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,Paulistano,69,11,12,12,39,14,7,2,16,Bauru,64,5,20,9,38,14,9,1,17
06/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,Sesi Franca,76,5,24,13,27,14,9,3,20,São Paulo,97,16,19,11,36,22,8,1,16
06/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,Mogi,75,7,21,12,38,23,12,0,18,Corinthians,77,9,21,8,39,16,9,0,16
02/02/2021,2020/2021,Ginásio Wlamir Marques                                    ,2º TURNO,Corinthians,98,14,22,12,43,19,5,5,23,Paulistano,100,8,26,24,53,16,10,0,21
