data,campeonatoAno,ginasio,fase,timeCasa,pontosTimeCasa,acertos3PtsTimeCasa,acertos2PtsTimeCasa,LanceLivreTimeCasa,rebotesTimeCasa,assistsTimeCasa,RoubadasTimeCasa,TocosTimeCasa,FaltasTimeCasa,timeFora,pontosTimeFora,acertos3PtsTimeFora,acertos2PtsTimeFora,LanceLivreTimeFora,rebotesTimeFora,assistsTimeFora,RoubadasTimeFora,TocosTimeFora,FaltasTimeFora
21/05/2016,2015/2016,Ginásio Neusa Galetti                                    ,FINAL,Bauru,77,9,17,16,30,16,9,2,22,Flamengo,83,6,23,19,40,15,7,2,23
26/05/2016,2015/2016,Arena Carioca 2                                    ,FINAL,Flamengo,80,6,18,26,41,9,13,3,29,Bauru,85,7,20,24,44,16,5,2,25
17/05/2016,2015/2016,Tijuca Tênis Clube                                    ,SEMI,Flamengo,79,8,26,3,37,20,7,5,20,Mogi,75,9,17,14,29,12,10,1,18
14/05/2016,2015/2016,Prof. Hugo Ramos                                    ,SEMI,Mogi,91,4,27,25,36,9,5,3,26,Flamengo,93,11,17,26,34,25,4,2,29
10/05/2016,2015/2016,Gin. Panela de Pressão                                    ,SEMI,Bauru,85,10,19,17,41,20,10,1,22,Brasília,79,5,27,10,33,20,7,1,23
09/05/2016,2015/2016,Tijuca Tênis Clube                                    ,SEMI,Flamengo,77,8,17,19,34,18,10,2,23,Mogi,83,6,22,21,34,13,9,4,25
07/05/2016,2015/2016,Gin. Panela de Pressão                                    ,SEMI,Bauru,100,14,24,10,35,15,7,2,17,Brasília,80,6,26,10,35,17,4,0,19
06/05/2016,2015/2016,Tijuca Tênis Clube                                    ,SEMI,Flamengo,81,5,21,24,41,17,12,1,27,Mogi,71,9,13,18,36,13,11,1,24
30/04/2016,2015/2016,Prof. Hugo Ramos                                    ,SEMI,Mogi,86,8,20,22,39,17,10,2,22,Flamengo,81,8,19,19,31,24,5,1,24
22/04/2016,2015/2016,Gin. Antonio Prado Jr                                    ,QUARTAS,Paulistano,88,,,,,,,,,Brasília,100,,,,,,,,
03/05/2016,2015/2016,ASCEB                                    ,SEMI,Brasília,72,5,20,17,35,14,8,4,23,Bauru,89,12,15,23,38,14,12,1,25
22/04/2016,2015/2016,Gin. Panela de Pressão                                    ,QUARTAS,Bauru,109,16,26,9,40,28,7,1,23,Pinheiros,83,5,22,24,25,14,9,3,17
27/04/2016,2015/2016,ASCEB                                    ,QUARTAS,Pinheiros,86,13,18,11,37,14,11,4,18,Bauru,89,9,25,12,38,18,13,2,15
25/04/2016,2015/2016,ASCEB                                    ,QUARTAS,Brasília,83,10,20,13,26,22,9,0,25,Paulistano,78,4,25,16,34,9,10,1,20
24/04/2016,2015/2016,Prof. Hugo Ramos                                    ,QUARTAS,Mogi,95,9,28,12,43,21,8,4,29,Basq. Cearense,80,8,18,20,27,18,16,1,18
24/04/2016,2015/2016,Gin. Panela de Pressão                                    ,QUARTAS,Bauru,88,11,21,13,35,13,10,1,27,Pinheiros,92,15,15,17,34,12,11,1,19
23/04/2016,2015/2016,Tijuca Tênis Clube                                    ,QUARTAS,Flamengo,93,11,23,14,36,22,9,4,21,Rio Claro,82,10,21,10,20,14,10,1,21
21/04/2016,2015/2016,Tijuca Tênis Clube                                    ,QUARTAS,Flamengo,93,9,25,16,37,23,16,4,17,Rio Claro,73,9,19,8,26,17,11,1,23
19/04/2016,2015/2016,Ginásio Paulo Sarasate                                    ,QUARTAS,Basq. Cearense,76,10,17,12,43,13,6,3,22,Mogi,55,1,19,14,37,10,7,2,20
20/04/2016,2015/2016,Gin. Antonio Prado Jr                                    ,QUARTAS,Paulistano,99,12,20,23,40,20,7,1,21,Brasília,78,9,20,11,22,15,8,3,28
21/04/2016,2015/2016,Ginásio Paulo Sarasate                                    ,QUARTAS,Basq. Cearense,63,7,16,10,42,8,7,1,24,Mogi,64,4,17,18,39,8,10,0,19
18/04/2016,2015/2016,Gin. Felipe Karam                                    ,QUARTAS,Pinheiros,85,6,24,19,37,11,11,0,14,Bauru,95,17,16,12,34,26,7,1,23
18/04/2016,2015/2016,Gin. Felipe Karam                                    ,QUARTAS,Rio Claro,79,8,19,17,30,15,15,0,21,Flamengo,88,9,26,9,27,13,10,1,21
16/04/2016,2015/2016,ASCEB                                    ,QUARTAS,Brasília,88,10,21,16,34,18,10,2,28,Paulistano,83,7,20,22,41,18,7,4,24
16/04/2016,2015/2016,Prof. Hugo Ramos                                    ,QUARTAS,Mogi,67,8,18,7,45,12,9,3,23,Basq. Cearense,64,8,12,16,43,14,7,4,18
08/04/2016,2015/2016,ASCEB                                    ,OITAVAS,Brasília,93,13,18,18,41,20,8,5,29,Caxias do Sul,73,8,16,17,34,12,8,1,23
15/04/2016,2015/2016,Poliesportivo H. Villaboim                                    ,OITAVAS,Pinheiros,74,7,19,15,41,14,11,2,27,Minas,66,5,20,11,43,14,8,3,25
13/04/2016,2015/2016,Gin. Felipe Karam                                    ,OITAVAS,Rio Claro,74,6,20,16,31,15,16,3,19,Franca,64,8,11,18,29,9,13,0,20
11/04/2016,2015/2016,Gin. Vasco da Gama                                    ,OITAVAS,Caxias do Sul,80,7,19,21,29,11,12,2,31,Brasília,86,7,20,25,31,20,8,1,29
12/04/2016,2015/2016,Arena UniBH                                    ,OITAVAS,Minas,67,4,20,15,38,10,10,4,19,Pinheiros,85,11,18,16,36,16,14,2,21
09/04/2016,2015/2016,Poliesportivo H. Villaboim                                    ,OITAVAS,Pinheiros,70,7,12,25,48,10,9,2,19,Minas,67,5,21,10,47,8,8,4,25
11/04/2016,2015/2016,Ginásio Pedrocão                                    ,OITAVAS,Franca,88,8,26,12,31,19,11,7,26,Rio Claro,60,4,11,26,32,8,7,1,25
09/04/2016,2015/2016,Prof. Hugo Ramos                                    ,OITAVAS,Mogi,81,9,20,14,44,19,8,4,21,Vitória,58,3,18,13,43,13,8,3,20
08/04/2016,2015/2016,Gin. Felipe Karam                                    ,OITAVAS,Rio Claro,81,9,21,12,44,15,6,2,23,Franca,62,5,16,15,25,12,10,3,17
07/04/2016,2015/2016,Poliesportivo H. Villaboim                                    ,OITAVAS,Pinheiros,70,9,18,7,34,14,8,4,21,Minas,77,5,24,14,42,17,10,1,19
07/04/2016,2015/2016,Prof. Hugo Ramos                                    ,OITAVAS,Mogi,81,9,21,12,37,23,13,3,16,Vitória,67,10,15,7,30,18,8,3,21
06/04/2016,2015/2016,ASCEB                                    ,OITAVAS,Brasília,95,10,28,9,39,21,7,6,22,Caxias do Sul,67,8,12,19,30,12,7,0,21
05/04/2016,2015/2016,Gin. Felipe Karam                                    ,OITAVAS,Rio Claro,89,5,27,20,35,17,14,1,24,Franca,79,7,18,22,36,16,9,2,26
04/04/2016,2015/2016,Arena UniBH                                    ,OITAVAS,Minas,83,4,24,23,32,23,8,1,20,Pinheiros,79,6,24,13,35,11,8,0,27
04/04/2016,2015/2016,Gin. Poliesportivo de Cajazeiras                                    ,OITAVAS,Vitória,72,5,21,15,47,13,6,0,24,Mogi,74,8,16,18,44,10,7,2,18
29/03/2016,2015/2016,Tênis Clube Macaé (Juquinha)                                    ,2º TURNO,Macaé,62,6,13,18,27,15,6,1,22,Flamengo,92,6,27,20,24,18,19,2,22
03/04/2016,2015/2016,Gin. Vasco da Gama                                    ,OITAVAS,Caxias do Sul,101,10,23,25,39,13,9,1,24,Brasília,78,10,17,14,29,17,10,0,33
02/04/2016,2015/2016,Ginásio Pedrocão                                    ,OITAVAS,Franca,87,5,24,24,43,11,18,4,24,Rio Claro,85,10,16,23,39,14,16,4,32
29/03/2016,2015/2016,Ginásio Paulo Sarasate                                    ,2º TURNO,Basq. Cearense,90,14,13,22,32,19,15,2,21,Vitória,65,4,20,13,44,12,9,3,23
29/03/2016,2015/2016,Ginásio Gualberto Moreira                                    ,2º TURNO,L. Sorocabana,65,3,22,12,38,12,5,3,14,Paulistano,81,10,20,11,35,19,12,2,16
29/03/2016,2015/2016,Gin. Linneu de Moura                                    ,2º TURNO,São José,81,9,19,16,32,20,5,3,25,Mogi,86,8,20,22,37,14,8,4,22
29/03/2016,2015/2016,Arena UniBH                                    ,2º TURNO,Minas,107,7,30,26,40,21,6,3,24,Brasília,95,8,28,15,29,20,9,1,24
29/03/2016,2015/2016,Gin. Vasco da Gama                                    ,2º TURNO,Caxias do Sul,79,10,19,11,36,19,10,2,16,Pinheiros,72,5,23,11,36,14,10,2,18
29/03/2016,2015/2016,Gin. Panela de Pressão                                    ,2º TURNO,Bauru,103,16,21,13,37,31,14,2,20,Franca,78,8,20,14,31,15,9,1,16
27/03/2016,2015/2016,Tijuca Tênis Clube                                    ,2º TURNO,Flamengo,76,4,23,18,34,14,15,2,15,Minas,65,6,19,9,43,12,8,1,20
27/03/2016,2015/2016,Ginásio Gualberto Moreira                                    ,2º TURNO,L. Sorocabana,82,5,27,13,30,19,17,1,26,Mogi,91,5,25,26,32,16,14,0,23
26/03/2016,2015/2016,Gin. Panela de Pressão                                    ,2º TURNO,Bauru,78,11,15,15,45,18,8,0,14,Paulistano,63,5,20,8,36,11,7,3,17
25/03/2016,2015/2016,Gin. Linneu de Moura                                    ,2º TURNO,São José,70,5,23,9,39,19,10,3,18,Macaé,71,9,17,10,36,14,9,3,15
25/03/2016,2015/2016,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,75,9,20,8,47,18,12,4,17,Vitória,60,4,21,6,46,17,13,2,13
25/03/2016,2015/2016,Prof. Hugo Ramos                                    ,2º TURNO,Mogi,85,7,24,16,32,16,12,0,20,Flamengo,88,13,21,7,32,21,7,3,20
25/03/2016,2015/2016,Gin. Panela de Pressão                                    ,2º TURNO,Franca,95,8,24,23,32,19,7,0,19,L. Sorocabana,89,9,24,14,30,15,15,1,27
25/03/2016,2015/2016,ASCEB                                    ,2º TURNO,Brasília,66,6,19,10,33,18,17,1,14,Rio Claro,68,9,18,5,36,19,11,5,18
23/03/2016,2015/2016,Gin. Vasco da Gama                                    ,2º TURNO,Caxias do Sul,72,9,15,15,30,13,8,1,21,Vitória,76,6,22,14,35,12,7,0,23
23/03/2016,2015/2016,Gin. Panela de Pressão                                    ,2º TURNO,Bauru,90,12,18,18,32,19,13,3,22,L. Sorocabana,71,4,20,19,25,13,11,3,24
23/03/2016,2015/2016,Prof. Hugo Ramos                                    ,2º TURNO,Mogi,88,6,28,14,37,24,14,1,22,Macaé,79,10,14,21,32,18,8,3,21
23/03/2016,2015/2016,Gin. Linneu de Moura                                    ,2º TURNO,São José,80,8,24,8,27,17,10,0,21,Flamengo,88,8,28,8,39,26,5,5,15
23/03/2016,2015/2016,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,93,6,27,21,34,13,13,1,22,Basq. Cearense,81,10,19,13,41,19,15,2,20
23/03/2016,2015/2016,Arena UniBH                                    ,2º TURNO,Minas,77,7,20,16,37,13,8,3,21,Rio Claro,72,4,23,14,32,20,9,4,24
23/03/2016,2015/2016,Gin. Panela de Pressão                                    ,2º TURNO,Franca,79,10,17,15,23,15,4,2,22,Paulistano,88,12,20,12,38,25,8,2,22
17/03/2016,2015/2016,Prof. Hugo Ramos                                    ,2º TURNO,Mogi,80,9,21,11,35,19,8,2,21,Paulistano,83,13,11,22,32,19,9,2,22
17/03/2016,2015/2016,Ginásio Paulo Sarasate                                    ,2º TURNO,Basq. Cearense,90,13,17,17,34,16,12,3,20,Bauru,86,13,19,9,36,20,11,0,21
16/03/2016,2015/2016,Tijuca Tênis Clube                                    ,2º TURNO,Flamengo,73,7,21,10,31,18,10,3,21,Brasília,75,4,25,13,37,14,13,2,19
13/03/2016,2015/2016,ASCEB                                    ,2º TURNO,Brasília,81,5,27,12,35,22,12,1,21,Paulistano,69,7,17,14,47,15,8,2,22
12/03/2016,2015/2016,Gin. Felipe Karam                                    ,2º TURNO,Rio Claro,76,10,16,14,39,15,9,2,27,Pinheiros,77,4,22,21,48,11,9,3,20
11/03/2016,2015/2016,Ginásio Gualberto Moreira                                    ,2º TURNO,L. Sorocabana,78,7,23,11,36,13,10,4,28,São José,66,3,17,23,45,7,8,0,22
11/03/2016,2015/2016,Gin. Poliesportivo de Cajazeiras                                    ,2º TURNO,Vitória,72,10,12,18,29,11,9,1,28,Franca,78,6,19,22,41,6,6,1,21
11/03/2016,2015/2016,Tênis Clube Macaé (Juquinha)                                    ,2º TURNO,Macaé,60,6,13,16,32,10,6,1,23,Minas,74,5,21,17,43,9,7,4,23
09/03/2016,2015/2016,Gin. Antonio Prado Jr                                    ,2º TURNO,Paulistano,89,9,21,20,38,16,7,2,17,São José,77,8,22,9,22,15,10,0,23
09/03/2016,2015/2016,Gin. Felipe Karam                                    ,2º TURNO,Rio Claro,74,11,10,21,37,13,8,1,25,Caxias do Sul,75,10,13,19,25,11,14,0,28
09/03/2016,2015/2016,Tênis Clube Macaé (Juquinha)                                    ,2º TURNO,Macaé,77,7,15,26,33,16,5,1,16,Brasília,99,14,21,15,35,20,17,2,24
09/03/2016,2015/2016,Ginásio Paulo Sarasate                                    ,2º TURNO,Basq. Cearense,99,15,22,10,42,21,13,4,20,Franca,71,4,22,15,32,13,8,4,16
06/03/2016,2015/2016,Gin. Vasco da Gama                                    ,2º TURNO,Caxias do Sul,80,11,18,11,27,21,11,0,24,Flamengo,97,7,25,26,46,24,10,1,17
05/03/2016,2015/2016,Prof. Hugo Ramos                                    ,2º TURNO,Mogi,78,8,23,8,43,16,17,3,21,Brasília,75,10,16,13,39,17,9,2,20
04/03/2016,2015/2016,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,75,8,22,7,36,15,10,1,17,Flamengo,81,7,25,10,33,15,10,1,17
03/03/2016,2015/2016,Gin. Poliesportivo de Cajazeiras                                    ,2º TURNO,Vitória,96,9,28,13,39,19,14,3,24,Bauru,94,12,15,28,34,13,13,3,18
27/02/2016,2015/2016,Prof. Hugo Ramos                                    ,2º TURNO,Mogi,85,13,13,20,37,15,9,3,16,Bauru,79,11,16,14,37,17,8,2,26
03/03/2016,2015/2016,Prof. Hugo Ramos                                    ,2º TURNO,Mogi,71,3,24,14,43,13,8,1,17,Minas,64,5,19,11,36,14,4,2,19
26/02/2016,2015/2016,Gin. Poliesportivo de Cajazeiras                                    ,2º TURNO,Vitória,67,5,15,22,33,11,13,1,24,Rio Claro,79,12,14,15,41,16,9,0,24
26/02/2016,2015/2016,Arena UniBH                                    ,2º TURNO,Minas,57,4,19,7,32,10,9,6,21,L. Sorocabana,70,10,10,20,38,13,12,4,22
25/02/2016,2015/2016,Gin. Vasco da Gama                                    ,2º TURNO,Caxias do Sul,81,10,20,11,45,16,9,2,22,Macaé,66,7,16,13,31,12,8,0,20
25/02/2016,2015/2016,Prof. Hugo Ramos                                    ,2º TURNO,Mogi,93,9,27,12,31,22,15,3,20,Franca,78,9,18,15,38,20,6,4,17
25/02/2016,2015/2016,Gin. Linneu de Moura                                    ,2º TURNO,São José,60,6,12,18,40,9,9,1,19,Bauru,62,6,17,10,43,5,12,4,21
24/02/2016,2015/2016,Ginásio Paulo Sarasate                                    ,2º TURNO,Basq. Cearense,64,10,12,10,39,16,11,3,18,Rio Claro,67,12,10,11,36,12,8,1,17
24/02/2016,2015/2016,Arena UniBH                                    ,2º TURNO,Minas,76,7,22,11,36,21,7,4,20,Paulistano,82,9,19,17,43,23,6,1,19
23/02/2016,2015/2016,Gin. Linneu de Moura                                    ,2º TURNO,São José,70,7,19,11,29,18,8,0,25,Franca,82,9,17,21,44,20,3,5,19
23/02/2016,2015/2016,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,92,9,25,15,50,17,18,4,27,Macaé,87,7,16,34,55,15,12,6,23
22/02/2016,2015/2016,ASCEB                                    ,2º TURNO,Caxias do Sul,62,10,12,8,39,14,4,3,27,Basq. Cearense,71,8,13,21,36,9,10,3,17
21/02/2016,2015/2016,ASCEB                                    ,2º TURNO,Brasília,94,6,30,16,42,25,11,3,21,L. Sorocabana,73,6,18,19,33,12,20,2,21
20/02/2016,2015/2016,Tijuca Tênis Clube                                    ,2º TURNO,Flamengo,101,11,25,18,48,25,17,7,16,Vitória,53,5,15,8,38,6,9,3,24
19/02/2016,2015/2016,Gin. Linneu de Moura                                    ,2º TURNO,São José,59,5,16,12,18,9,10,3,24,Minas,89,8,25,15,38,11,13,2,22
19/02/2016,2015/2016,Tênis Clube Macaé (Juquinha)                                    ,2º TURNO,Macaé,69,3,19,22,35,13,8,3,27,Basq. Cearense,79,10,11,27,45,9,7,3,25
18/02/2016,2015/2016,Ginásio Gualberto Moreira                                    ,2º TURNO,L. Sorocabana,61,3,22,8,39,16,9,4,18,Caxias do Sul,74,12,13,12,34,15,13,2,18
18/02/2016,2015/2016,Ginásio Pedrocão                                    ,2º TURNO,Franca,64,6,18,10,24,9,9,3,17,Rio Claro,70,12,14,6,42,15,7,2,22
18/02/2016,2015/2016,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,80,8,17,22,32,13,12,0,22,Paulistano,84,11,15,21,39,20,8,2,22
18/02/2016,2015/2016,Gin. Linneu de Moura                                    ,2º TURNO,São José,81,7,21,18,31,18,9,2,24,Brasília,87,6,26,17,32,16,9,1,22
17/02/2016,2015/2016,Tênis Clube Macaé (Juquinha)                                    ,2º TURNO,Macaé,88,12,13,26,40,25,11,1,23,Vitória,79,9,16,20,37,13,16,4,25
17/02/2016,2015/2016,Tijuca Tênis Clube                                    ,2º TURNO,Flamengo,66,4,21,12,40,13,14,2,22,Basq. Cearense,67,7,16,14,34,9,13,1,21
16/02/2016,2015/2016,Gin. Panela de Pressão                                    ,2º TURNO,Bauru,82,11,17,15,39,18,17,2,15,Rio Claro,69,9,18,6,24,15,11,1,22
16/02/2016,2015/2016,Gin. Antonio Prado Jr                                    ,2º TURNO,Paulistano,87,10,23,11,41,22,7,2,18,Caxias do Sul,60,9,12,9,25,14,10,2,18
14/02/2016,2015/2016,ASCEB                                    ,2º TURNO,Brasília,81,13,14,14,37,22,14,2,19,Vitória,67,4,20,15,38,14,12,5,20
14/02/2016,2015/2016,Prof. Hugo Ramos                                    ,2º TURNO,Mogi,78,3,25,19,41,12,11,0,22,Basq. Cearense,73,8,15,19,38,15,1,5,28
13/02/2016,2015/2016,Ginásio Gualberto Moreira                                    ,2º TURNO,L. Sorocabana,63,8,18,3,41,17,8,4,22,Pinheiros,80,8,17,22,45,20,14,5,14
12/02/2016,2015/2016,ASCEB                                    ,2º TURNO,Brasília,82,10,18,16,30,15,9,0,23,Basq. Cearense,95,12,20,19,42,19,12,1,20
12/02/2016,2015/2016,Prof. Hugo Ramos                                    ,2º TURNO,Mogi,84,9,20,17,41,19,9,6,19,Vitória,77,8,20,13,40,18,17,0,20
06/02/2016,2015/2016,Gin. Vasco da Gama                                    ,2º TURNO,Caxias do Sul,83,11,18,14,31,14,8,2,23,Bauru,84,12,14,20,41,18,7,1,16
05/02/2016,2015/2016,Arena UniBH                                    ,2º TURNO,Minas,61,0,21,19,46,20,9,4,27,Basq. Cearense,75,8,17,17,40,14,15,8,25
05/02/2016,2015/2016,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,87,8,19,25,28,18,14,3,22,Franca,91,8,22,23,43,17,8,4,24
04/02/2016,2015/2016,Tijuca Tênis Clube                                    ,2º TURNO,Flamengo,75,9,20,8,38,18,6,5,14,Paulistano,65,13,12,2,42,13,6,2,13
04/02/2016,2015/2016,Gin. Felipe Karam                                    ,2º TURNO,Rio Claro,98,9,28,15,41,25,10,1,24,Mogi,84,10,18,18,29,17,13,1,21
04/02/2016,2015/2016,Tênis Clube Macaé (Juquinha)                                    ,2º TURNO,Macaé,83,9,18,20,28,17,5,1,18,L. Sorocabana,90,12,23,8,24,20,11,4,24
03/02/2016,2015/2016,Gin. Vasco da Gama                                    ,2º TURNO,Caxias do Sul,90,10,22,16,32,22,8,4,21,Franca,78,6,22,16,30,14,8,0,19
03/02/2016,2015/2016,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,88,9,19,23,40,12,8,2,18,Bauru,100,11,27,13,34,19,16,3,21
02/02/2016,2015/2016,Gin. Felipe Karam                                    ,2º TURNO,Rio Claro,67,8,18,7,33,12,8,2,19,São José,63,10,14,5,31,16,7,1,18
03/02/2016,2015/2016,Arena UniBH                                    ,2º TURNO,Minas,79,6,25,11,40,18,5,2,20,Vitória,83,6,28,9,27,13,14,2,17
02/02/2016,2015/2016,Tênis Clube Macaé (Juquinha)                                    ,2º TURNO,Macaé,75,10,17,11,29,17,11,0,18,Paulistano,84,11,18,15,30,13,9,1,16
31/01/2016,2015/2016,Gin. Panela de Pressão                                    ,2º TURNO,Bauru,94,6,23,30,37,12,2,2,20,Brasília,92,12,18,20,25,21,6,3,31
30/01/2016,2015/2016,Ginásio Paulo Sarasate                                    ,2º TURNO,Basq. Cearense,88,9,24,13,35,23,8,1,21,L. Sorocabana,65,6,15,17,29,12,7,2,19
29/01/2016,2015/2016,Gin. Vasco da Gama                                    ,2º TURNO,Caxias do Sul,65,5,21,8,38,12,13,1,22,São José,73,9,16,14,34,11,12,7,21
29/01/2016,2015/2016,Gin. Panela de Pressão                                    ,2º TURNO,Bauru,94,14,18,16,38,23,7,1,15,Minas,81,6,27,9,36,7,6,0,19
29/01/2016,2015/2016,Ginásio Pedrocão                                    ,2º TURNO,Franca,71,6,21,11,30,12,12,2,22,Brasília,79,11,16,14,46,12,7,0,21
29/01/2016,2015/2016,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,79,5,23,18,39,15,10,1,27,Mogi,81,7,19,22,34,12,15,4,23
28/01/2016,2015/2016,Gin. Poliesportivo de Cajazeiras                                    ,2º TURNO,Vitória,68,4,21,14,33,11,9,0,18,Paulistano,85,8,26,9,36,15,9,2,20
27/01/2016,2015/2016,Gin. Vasco da Gama                                    ,2º TURNO,Caxias do Sul,81,14,15,9,29,17,12,0,25,Mogi,89,8,24,17,40,17,7,0,17
27/01/2016,2015/2016,Ginásio Pedrocão                                    ,2º TURNO,Franca,80,11,13,21,22,15,11,4,31,Minas,79,7,16,26,44,8,10,1,31
27/01/2016,2015/2016,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,104,13,23,19,41,23,13,5,20,São José,65,7,14,16,24,13,9,0,23
26/01/2016,2015/2016,Gin. Poliesportivo de Cajazeiras                                    ,2º TURNO,Vitória,73,4,16,29,31,8,18,2,20,L. Sorocabana,74,10,17,10,37,12,14,1,35
26/01/2016,2015/2016,Ginásio Paulo Sarasate                                    ,2º TURNO,Basq. Cearense,72,9,14,17,28,10,15,1,20,Paulistano,69,6,17,17,37,12,11,1,22
24/01/2016,2015/2016,ASCEB                                    ,1º TURNO,Brasília,83,12,19,9,43,22,11,4,23,São José,73,8,17,15,36,17,7,2,19
23/01/2016,2015/2016,Tijuca Tênis Clube                                    ,2º TURNO,Flamengo,69,7,22,4,36,17,16,1,14,L. Sorocabana,54,3,19,7,30,8,13,1,14
23/01/2016,2015/2016,Gin. Felipe Karam                                    ,2º TURNO,Rio Claro,62,7,15,11,37,11,9,1,21,Macaé,61,4,19,11,37,12,8,1,20
22/01/2016,2015/2016,ASCEB                                    ,1º TURNO,Brasília,91,13,23,6,36,16,5,2,28,Mogi,79,7,18,22,32,13,7,2,21
17/01/2016,2015/2016,Ginásio Gualberto Moreira                                    ,1º TURNO,L. Sorocabana,73,3,23,18,34,10,10,1,19,Brasília,93,15,15,18,37,18,12,3,22
20/01/2016,2015/2016,Gin. Felipe Karam                                    ,2º TURNO,Rio Claro,73,6,22,11,33,16,9,3,27,Flamengo,91,7,23,24,32,18,8,3,21
19/01/2016,2015/2016,Gin. Antonio Prado Jr                                    ,1º TURNO,Paulistano,75,4,24,15,32,14,13,3,19,Brasília,81,11,19,10,31,14,13,2,21
16/01/2016,2015/2016,Tijuca Tênis Clube                                    ,2º TURNO,Flamengo,83,6,25,15,36,11,10,3,13,Franca,73,8,21,7,38,13,11,2,17
15/01/2016,2015/2016,Gin. Antonio Prado Jr                                    ,2º TURNO,Paulistano,70,8,17,12,42,13,12,0,21,Rio Claro,73,5,21,16,34,14,12,2,28
15/01/2016,2015/2016,Tênis Clube Macaé (Juquinha)                                    ,2º TURNO,Macaé,68,6,15,20,26,14,9,1,24,Bauru,101,15,18,20,40,20,9,0,21
14/01/2016,2015/2016,ASCEB                                    ,2º TURNO,Brasília,90,11,24,9,30,20,13,5,15,Pinheiros,70,6,21,10,30,18,11,2,19
14/01/2016,2015/2016,Gin. Linneu de Moura                                    ,2º TURNO,São José,81,8,22,13,35,13,7,1,23,Basq. Cearense,90,11,17,23,39,14,7,1,19
14/01/2016,2015/2016,Arena UniBH                                    ,2º TURNO,Minas,77,7,21,14,37,22,4,1,22,Caxias do Sul,67,8,15,13,28,14,9,0,24
13/01/2016,2015/2016,Tijuca Tênis Clube                                    ,2º TURNO,Flamengo,85,12,20,9,29,23,13,2,17,Bauru,69,8,17,11,27,13,10,2,15
13/01/2016,2015/2016,Ginásio Gualberto Moreira                                    ,2º TURNO,L. Sorocabana,65,4,21,11,41,11,10,1,21,Rio Claro,56,2,19,12,31,16,12,5,19
08/01/2016,2015/2016,Prof. Hugo Ramos                                    ,1º TURNO,Mogi,82,10,21,10,36,19,13,6,19,São José,70,7,19,11,28,13,12,1,17
13/01/2016,2015/2016,Tênis Clube Macaé (Juquinha)                                    ,1º TURNO,Macaé,74,4,23,16,30,12,8,0,23,Franca,89,6,26,19,40,22,10,3,26
12/01/2016,2015/2016,Gin. Linneu de Moura                                    ,2º TURNO,São José,87,9,18,24,31,18,13,1,21,Vitória,81,5,25,16,42,13,7,0,24
12/01/2016,2015/2016,Arena UniBH                                    ,2º TURNO,Minas,70,4,23,12,31,12,8,2,20,Pinheiros,83,8,22,15,42,11,9,3,20
12/01/2016,2015/2016,ASCEB                                    ,2º TURNO,Brasília,90,13,22,7,25,24,10,2,21,Caxias do Sul,79,11,14,18,23,14,10,0,19
22/12/2015,2015/2016,Gin. Poliesportivo de Cajazeiras                                    ,1º TURNO,Vitória,78,5,26,11,22,18,11,1,20,Pinheiros,98,8,25,24,40,23,13,1,23
09/01/2016,2015/2016,ASCEB                                    ,1º TURNO,Brasília,72,6,20,14,49,17,10,2,23,Minas,59,4,16,15,34,9,14,5,19
08/01/2016,2015/2016,Gin. Poliesportivo de Cajazeiras                                    ,1º TURNO,Vitória,60,6,15,12,39,14,18,1,17,Basq. Cearense,71,10,14,13,38,14,13,1,19
08/01/2016,2015/2016,Ginásio Hélio Maurício (Gávea)                                    ,1º TURNO,Flamengo,96,6,26,26,40,18,10,4,23,Macaé,66,4,17,20,35,7,7,3,30
08/01/2016,2015/2016,Ginásio Pedrocão                                    ,1º TURNO,Franca,68,3,22,15,30,11,17,2,18,Bauru,90,16,12,18,40,17,10,3,17
08/01/2016,2015/2016,Gin. Antonio Prado Jr                                    ,1º TURNO,Paulistano,84,7,27,9,38,25,12,2,19,L. Sorocabana,51,4,15,9,33,11,13,2,14
08/01/2016,2015/2016,Poliesportivo H. Villaboim                                    ,1º TURNO,Pinheiros,74,6,18,20,33,13,12,1,22,Caxias do Sul,89,12,19,15,31,18,13,4,24
22/12/2015,2015/2016,Ginásio Paulo Sarasate                                    ,1º TURNO,Basq. Cearense,66,9,11,17,40,9,12,4,25,Caxias do Sul,50,1,13,21,40,6,13,2,23
22/12/2015,2015/2016,Gin. Felipe Karam                                    ,1º TURNO,Rio Claro,84,9,22,13,35,24,12,4,21,Brasília,69,4,19,19,35,10,9,1,17
22/12/2015,2015/2016,Tijuca Tênis Clube                                    ,1º TURNO,Flamengo,79,10,17,15,41,25,4,3,16,Mogi,77,8,20,13,31,18,15,0,17
