campeonatoAno,fase,timeCasa,pontosTimeCasa,acertos2PtsTimeCasa,acertos3PtsTimeCasa,acertosTotaisTimeCasa,LancesLivresCertosTimeCasa,rebotesDefensivosTimeCasa,rebotesOfensivosTimeCasa,rebotesTotaisTimeCasa,assistsTimeCasa,RoubadasTimeCasa,ErrosTimeCasa,TocosTimeCasa,FaltasTimeCasa,EficienciaTimeCasa,Arremessos2PtsTimeCasa,Arremessos3PtsTimeCasa,ArremessosLLTimeCasa,ArremessosTotaisTimeCasa,timeFora,pontosTimeFora,acertos2PtsTimeFora,acertos3PtsTimeFora,acertosTotaisTimeFora,LancesLivresCertosTimeFora,rebotesDefensivosTimeFora,rebotesOfensivosTimeFora,rebotesTotaisTimeFora,assistsTimeFora,RoubadasTimeFora,ErrosTimeFora,TocosTimeFora,FaltasTimeFora,EficienciaTimeFora,Arremessos2PtsTimeFora,Arremessos3PtsTimeFora,ArremessosLLTimeFora,ArremessosTotaisTimeFora
2022/2023,2º TURNO,Rio Claro,53,13,4,17,15,26,13,39,11,6,19,1,23,41,39,21,22,60,Flamengo,100,29,10,39,12,34,15,49,16,10,11,4,17,123,43,31,22,74
2022/2023,2º TURNO,Fortaleza B. C.,85,21,10,31,13,24,6,30,11,6,9,1,19,83,38,28,19,66,123 Minas,94,13,17,30,17,32,9,41,15,3,14,1,16,106,27,35,19,62
2022/2023,2º TURNO,Pinheiros,94,24,12,36,10,31,13,44,17,9,13,1,18,111,42,31,14,73,União Corinthians,70,9,11,20,19,22,9,31,15,8,18,1,18,63,21,35,27,56
2022/2023,2º TURNO,Pato Basquete,91,24,11,35,10,34,7,41,25,11,11,1,30,119,38,32,14,70,BRB/Brasília,64,8,8,16,24,29,9,38,10,6,23,0,20,49,26,26,34,52
2022/2023,2º TURNO,Cerrado,68,12,12,24,8,24,12,36,17,5,19,1,19,62,28,38,12,66,Sesi Franca,106,24,12,36,22,31,7,38,31,12,9,1,16,143,34,32,28,66
2022/2023,2º TURNO,UNIFACISA,79,14,10,24,21,31,6,37,15,8,12,3,16,90,33,25,27,58,123 Minas,69,13,12,25,7,29,7,36,13,6,18,2,25,68,34,28,10,62
2022/2023,2º TURNO,Flamengo,83,22,10,32,9,24,10,34,19,6,21,0,20,94,34,24,10,58,Paulistano,70,19,7,26,11,15,12,27,9,10,14,3,16,63,38,21,20,59
2022/2023,2º TURNO,Pinheiros,89,16,11,27,24,23,15,38,16,8,23,4,21,86,32,36,29,68,Caxias do Sul Basquete,82,19,9,28,17,27,12,39,16,12,29,2,29,81,36,30,20,66
2022/2023,2º TURNO,Caxias do Sul Basquete,55,15,7,22,4,27,7,34,11,12,16,2,17,55,29,28,12,57,UNIFACISA,58,16,7,23,5,31,10,41,8,6,19,1,14,58,40,19,6,59
2022/2023,2º TURNO,BRB/Brasília,74,16,9,25,15,28,14,42,19,5,15,3,22,73,38,32,25,70,Rio Claro,92,25,9,34,15,34,12,46,19,8,9,0,24,113,43,28,21,71
2022/2023,2º TURNO,Corinthians,75,17,7,24,20,25,11,36,15,8,13,5,20,83,32,28,27,60,Caxias do Sul Basquete,76,18,8,26,16,25,10,35,15,6,19,2,25,75,36,23,23,59
2022/2023,2º TURNO,BRB/Brasília,72,15,9,24,15,29,4,33,19,8,19,0,20,76,27,29,20,56,Sesi Franca,87,20,11,31,14,29,12,41,19,12,12,2,21,103,41,29,21,70
2022/2023,2º TURNO,123 Minas,105,26,12,38,17,29,8,37,21,8,13,0,15,133,38,20,22,58,Paulistano,70,21,6,27,10,15,14,29,14,3,14,0,25,57,47,22,13,69
2022/2023,2º TURNO,União Corinthians,82,19,12,31,8,32,5,37,17,3,15,3,24,85,33,34,14,67,UNIFACISA,85,16,11,27,20,32,10,42,14,6,12,1,23,88,37,32,26,69
2022/2023,2º TURNO,Sesi Franca,95,22,8,30,27,35,9,44,19,4,15,4,19,111,41,22,34,63,Oscar São José Basketball,75,21,8,29,9,28,14,42,19,8,14,4,30,80,44,28,20,72
2022/2023,2º TURNO,Flamengo,79,25,6,31,11,24,24,48,17,5,12,1,20,88,43,34,15,77,São Paulo,70,19,6,25,14,23,8,31,18,6,16,1,19,76,35,21,17,56
2022/2023,2º TURNO,123 Minas,82,22,8,30,14,28,7,35,22,4,17,1,20,92,34,27,18,61,Pato Basquete,90,25,10,35,10,26,12,38,24,11,10,2,22,108,43,30,19,73
2022/2023,2º TURNO,Oscar São José Basketball,97,19,13,32,20,30,16,46,24,5,14,7,22,127,37,28,25,65,São Paulo,84,16,13,29,13,18,6,24,19,8,11,3,20,89,32,30,18,62
2022/2023,2º TURNO,Bauru Basket,82,13,14,27,14,21,8,29,21,13,13,2,16,97,27,33,18,60,Pinheiros,71,22,6,28,9,28,11,39,17,7,18,2,23,82,37,19,17,56
2022/2023,2º TURNO,Cerrado,109,23,18,41,9,32,4,36,25,8,13,1,20,132,34,36,14,70,Rio Claro,84,20,9,29,17,27,13,40,17,5,16,1,18,83,44,30,20,74
2022/2023,2º TURNO,123 Minas,88,18,11,29,19,29,12,41,17,5,16,1,19,99,32,24,29,56,Corinthians,86,22,10,32,12,19,10,29,20,8,8,3,25,94,36,34,18,70
2022/2023,2º TURNO,Rio Claro,79,20,7,27,18,26,9,35,16,8,10,0,25,81,41,27,24,68,123 Minas,97,28,7,35,20,34,17,51,23,3,15,2,22,114,42,28,32,70
2022/2023,2º TURNO,Flamengo,96,23,14,37,8,31,9,40,27,3,8,1,15,127,39,29,9,68,Oscar São José Basketball,68,17,10,27,4,21,9,30,18,3,11,2,14,69,39,26,7,65
2022/2023,2º TURNO,União Corinthians,83,23,9,32,10,26,4,30,23,8,12,1,22,99,37,26,13,63,Sesi Franca,86,22,9,31,15,28,20,48,24,7,12,0,20,103,38,34,24,72
2022/2023,2º TURNO,Caxias do Sul Basquete,76,19,8,27,14,21,3,24,15,7,11,0,23,76,35,23,18,58,Sesi Franca,89,25,7,32,18,30,12,42,18,3,12,2,22,107,38,26,21,64
2022/2023,2º TURNO,Corinthians,82,16,12,28,14,29,13,42,21,5,18,2,22,89,28,35,24,63,União Corinthians,78,16,9,25,19,26,7,33,17,10,12,3,26,87,35,26,25,61
2022/2023,2º TURNO,Fortaleza B. C.,78,18,8,26,18,23,5,28,15,9,11,0,28,77,40,19,27,59,Pinheiros,92,16,14,30,18,33,7,40,22,5,16,1,22,104,30,26,32,56
2022/2023,2º TURNO,UNIFACISA,71,13,9,22,18,22,11,33,12,1,12,0,16,68,34,21,22,55,Bauru Basket,81,19,12,31,7,23,3,26,13,8,10,2,22,92,26,30,10,56
2022/2023,2º TURNO,BRB/Brasília,75,9,15,24,12,23,9,32,17,7,22,1,25,69,22,33,22,55,Flamengo,109,27,12,39,19,27,9,36,28,10,9,5,22,144,42,27,24,69
2022/2023,2º TURNO,Oscar São José Basketball,71,19,7,26,12,25,8,33,20,2,13,0,26,77,31,30,13,61,Paulistano,77,15,8,23,23,25,22,47,10,11,9,0,21,84,41,29,28,70
2022/2023,2º TURNO,Fortaleza B. C.,79,20,8,28,15,32,9,41,7,6,9,0,16,80,39,21,27,60,Bauru Basket,77,19,9,28,12,25,5,30,18,3,8,1,24,82,31,34,14,65
2022/2023,2º TURNO,Pato Basquete,66,25,3,28,7,30,11,41,12,4,13,1,16,76,41,21,8,62,União Corinthians,68,13,11,24,9,22,6,28,13,3,10,1,14,67,26,33,10,59
2022/2023,2º TURNO,Cerrado,70,13,12,25,8,26,7,33,9,6,14,3,17,63,25,38,14,63,Flamengo,102,26,12,38,14,34,6,40,24,8,8,0,17,131,37,29,21,66
2022/2023,2º TURNO,UNIFACISA,69,15,7,22,18,23,3,26,16,10,18,1,19,66,32,20,26,52,Pinheiros,80,21,9,30,11,29,13,42,16,5,19,2,27,85,44,21,17,65
2022/2023,2º TURNO,Sesi Franca,94,21,12,33,16,27,11,38,22,3,9,3,15,107,42,25,26,67,123 Minas,90,21,12,33,12,28,12,40,17,7,9,3,21,106,37,37,13,74
2022/2023,2º TURNO,123 Minas,87,18,11,29,18,33,9,42,22,5,16,1,23,106,32,26,24,58,São Paulo,76,17,8,25,18,23,7,30,11,4,12,0,19,63,37,28,24,65
2022/2023,2º TURNO,União Corinthians,95,17,10,27,31,32,11,43,17,11,13,5,25,111,36,31,38,67,Rio Claro,83,18,9,27,20,30,17,47,14,7,18,1,32,84,41,34,22,75
2022/2023,2º TURNO,Paulistano,91,30,7,37,10,26,16,42,17,10,16,1,21,105,53,22,12,75,Cerrado,77,18,9,27,14,22,5,27,19,8,22,2,14,76,29,25,22,54
2022/2023,2º TURNO,Bauru Basket,74,16,12,28,6,25,10,35,24,4,12,2,16,95,26,33,7,59,Pato Basquete,55,17,4,21,9,19,14,33,8,6,13,3,14,52,39,19,12,58
2022/2023,2º TURNO,Pinheiros,78,29,3,32,11,30,12,42,22,14,10,2,18,105,52,20,14,72,Corinthians,69,8,12,20,17,28,9,37,14,5,18,2,14,66,25,31,24,56
2022/2023,2º TURNO,Caxias do Sul Basquete,76,19,10,29,8,35,6,41,15,9,17,5,21,95,33,26,12,59,Rio Claro,53,15,3,18,14,26,8,34,15,6,15,0,20,47,40,20,18,60
2022/2023,2º TURNO,São Paulo,88,23,10,33,12,30,11,41,19,8,14,2,18,107,39,27,16,66,BRB/Brasília,72,15,10,25,12,24,10,34,18,2,15,2,22,70,35,29,16,64
2022/2023,2º TURNO,Bauru Basket,75,17,10,27,11,25,6,31,12,10,9,1,21,80,41,24,13,65,Corinthians,63,20,5,25,8,33,8,41,10,5,23,5,21,66,36,21,11,57
2022/2023,2º TURNO,Paulistano,82,21,7,28,19,31,14,45,16,9,12,3,21,97,47,23,23,70,União Corinthians,80,19,9,28,15,30,10,40,17,6,12,5,20,92,41,25,21,66
2022/2023,2º TURNO,Pinheiros,76,19,8,27,14,26,18,44,21,6,15,0,17,86,45,25,17,70,Pato Basquete,69,16,9,25,10,25,8,33,18,8,19,4,22,75,31,28,14,59
2022/2023,2º TURNO,São Paulo,99,21,14,35,15,30,12,42,19,4,11,0,13,115,34,37,17,71,União Corinthians,76,18,11,29,7,24,7,31,16,5,13,2,13,77,29,37,10,66
2022/2023,2º TURNO,Cerrado,64,21,5,26,7,25,7,32,15,7,21,1,12,62,35,22,12,57,Oscar São José Basketball,96,29,10,39,8,28,12,40,22,12,9,2,18,125,49,24,12,73
2022/2023,2º TURNO,Rio Claro,84,21,9,30,15,23,6,29,12,9,10,0,26,91,37,24,17,61,Bauru Basket,69,14,6,20,23,26,3,29,8,5,20,1,18,65,17,24,29,41
2022/2023,2º TURNO,Paulistano,83,16,13,29,12,33,19,52,17,8,19,3,22,102,37,29,17,66,Caxias do Sul Basquete,58,13,6,19,14,20,8,28,10,9,17,1,19,46,38,17,21,55
2022/2023,2º TURNO,Pato Basquete,82,24,6,30,16,26,13,39,17,5,16,0,19,94,42,19,18,61,UNIFACISA,71,14,11,25,10,17,13,30,12,6,13,2,22,67,28,35,13,63
2022/2023,2º TURNO,BRB/Brasília,94,16,12,28,26,21,17,38,15,5,21,3,28,93,37,27,31,64,Oscar São José Basketball,100,30,4,34,28,22,10,32,18,11,12,2,23,116,44,19,34,63
2022/2023,2º TURNO,São Paulo,70,13,10,23,14,31,10,41,22,7,17,0,17,75,25,34,26,59,Caxias do Sul Basquete,64,19,6,25,8,29,13,42,12,7,15,1,22,61,38,31,14,69
2022/2023,2º TURNO,Corinthians,84,16,11,27,19,36,15,51,17,4,15,4,28,89,31,37,34,68,Fortaleza B. C.,85,25,5,30,20,27,13,40,11,8,10,1,24,83,44,25,33,69
2022/2023,2º TURNO,União Corinthians,78,19,10,29,10,27,13,40,19,5,10,3,20,93,35,35,11,70,Flamengo,77,14,12,26,13,29,14,43,17,6,13,1,17,89,32,34,15,66
2022/2023,2º TURNO,Rio Claro,82,17,11,28,15,21,6,27,14,4,11,0,23,81,32,26,20,58,Pinheiros,99,25,10,35,19,26,10,36,19,6,10,0,20,112,36,23,33,59
2022/2023,2º TURNO,BRB/Brasília,86,25,7,32,15,31,12,43,17,10,17,3,23,102,39,25,23,64,Cerrado,65,16,5,21,18,25,5,30,6,9,17,1,22,52,25,33,23,58
2022/2023,2º TURNO,Corinthians,66,21,4,25,12,33,13,46,15,3,18,8,23,78,39,19,21,58,UNIFACISA,68,14,9,23,13,27,6,33,16,9,11,3,24,74,34,23,23,57
2022/2023,2º TURNO,Pato Basquete,82,24,8,32,10,33,19,52,9,3,11,0,24,78,47,33,19,80,Fortaleza B. C.,87,17,11,28,20,31,4,35,9,6,10,0,20,85,32,29,29,61
2022/2023,2º TURNO,Bauru Basket,74,15,9,24,17,23,8,31,20,3,9,0,18,77,30,30,23,60,São Paulo,81,17,11,28,14,29,5,34,15,5,12,1,20,95,28,27,16,55
2022/2023,2º TURNO,Sesi Franca,95,20,12,32,19,30,7,37,21,6,9,3,18,115,36,31,22,67,Pinheiros,75,19,8,27,13,29,13,42,23,5,11,0,21,84,44,26,20,70
2022/2023,2º TURNO,Flamengo,79,14,12,26,15,30,5,35,24,7,19,4,19,98,27,30,16,57,123 Minas,78,21,8,29,12,26,9,35,14,10,15,2,22,82,44,23,16,67
2022/2023,2º TURNO,Sesi Franca,90,17,8,25,32,26,8,34,17,2,14,2,16,102,32,20,34,52,Bauru Basket,82,17,15,32,3,17,10,27,14,6,11,3,27,82,32,37,5,69
2022/2023,2º TURNO,São Paulo,79,22,7,29,14,20,8,28,12,10,12,4,17,79,35,29,21,64,UNIFACISA,99,23,12,35,17,32,9,41,14,5,16,1,19,113,34,31,18,65
2022/2023,2º TURNO,123 Minas,110,24,19,43,5,28,10,38,30,5,16,0,17,137,37,32,9,69,BRB/Brasília,79,24,7,31,10,20,11,31,21,10,13,1,14,87,50,18,15,68
2022/2023,2º TURNO,Fortaleza B. C.,75,12,13,25,12,24,6,30,12,7,16,2,22,69,29,27,22,56,Rio Claro,99,28,10,38,13,31,4,35,30,8,12,0,23,131,37,23,20,60
2022/2023,2º TURNO,União Corinthians,80,15,14,29,8,26,7,33,20,14,7,2,17,97,34,33,15,67,Oscar São José Basketball,68,21,6,27,8,34,10,44,19,0,18,1,16,75,42,18,14,60
2022/2023,2º TURNO,Caxias do Sul Basquete,71,19,5,24,18,23,7,30,10,7,12,2,22,66,44,20,20,64,Flamengo,82,21,8,29,16,32,15,47,15,5,19,3,18,93,35,30,20,65
2022/2023,2º TURNO,Corinthians,102,28,11,39,13,33,11,44,25,3,10,2,14,131,40,28,19,68,Pato Basquete,78,18,9,27,15,21,9,30,18,6,6,0,17,80,40,28,20,68
2022/2023,2º TURNO,123 Minas,99,26,12,38,11,34,9,43,34,9,11,1,16,138,45,26,15,71,Cerrado,70,16,11,27,5,25,12,37,14,7,16,2,11,62,36,33,15,69
2022/2023,2º TURNO,Fortaleza B. C.,65,14,9,23,10,19,11,30,14,3,13,1,19,56,34,31,12,65,Sesi Franca,102,29,12,41,8,32,10,42,25,6,9,2,17,135,40,27,15,67
2022/2023,2º TURNO,Caxias do Sul Basquete,79,20,9,29,12,24,11,35,11,5,19,1,18,76,38,21,18,59,Oscar São José Basketball,76,24,6,30,10,23,6,29,17,8,15,3,23,86,38,20,14,58
2022/2023,2º TURNO,Pinheiros,67,13,10,23,11,32,10,42,18,7,26,1,24,70,28,25,20,53,Paulistano,74,23,5,28,13,22,11,33,12,10,13,1,21,70,39,27,22,66
2022/2023,2º TURNO,Flamengo,66,22,5,27,7,31,6,37,16,6,13,3,14,89,31,20,9,51,Bauru Basket,54,7,12,19,4,19,6,25,17,7,9,0,15,56,27,28,6,55
2022/2023,2º TURNO,UNIFACISA,84,21,9,30,15,26,14,40,15,4,12,1,17,94,37,26,20,63,Rio Claro,78,23,8,31,8,21,6,27,20,4,11,2,23,86,39,22,12,61
2022/2023,2º TURNO,UNIFACISA,80,18,11,29,11,37,18,55,14,7,17,4,25,89,43,38,13,81,Sesi Franca,83,19,11,30,12,33,11,44,17,7,13,3,16,90,40,37,16,77
2022/2023,2º TURNO,União Corinthians,78,18,12,30,6,26,11,37,18,4,10,2,27,81,29,45,10,74,123 Minas,82,20,6,26,24,34,8,42,17,6,13,3,17,97,35,21,34,56
2022/2023,2º TURNO,Bauru Basket,80,19,9,28,15,26,9,35,14,12,12,1,18,95,33,27,18,60,Paulistano,70,15,10,25,10,25,12,37,13,9,16,0,20,73,38,23,14,61
2022/2023,2º TURNO,Caxias do Sul Basquete,80,15,14,29,8,33,8,41,19,6,10,6,23,102,34,33,10,67,123 Minas,63,16,4,20,19,31,8,39,13,6,12,1,14,67,34,25,23,59
2022/2023,2º TURNO,Sesi Franca,103,26,11,37,18,25,10,35,25,10,12,1,16,127,45,22,23,67,Corinthians,92,25,11,36,9,22,6,28,17,2,14,1,22,94,38,25,14,63
2022/2023,2º TURNO,Paulistano,85,25,9,34,8,32,7,39,25,7,10,2,19,106,47,20,17,67,UNIFACISA,68,15,10,25,8,30,6,36,16,4,14,2,21,70,35,26,14,61
2022/2023,2º TURNO,Rio Claro,77,24,4,28,17,16,12,28,16,11,11,0,23,69,51,24,22,75,Corinthians,97,25,9,34,20,38,6,44,19,5,21,2,21,121,34,21,24,55
2022/2023,2º TURNO,Pato Basquete,88,21,10,31,16,31,8,39,14,10,17,4,25,98,38,25,24,63,Caxias do Sul Basquete,80,15,9,24,23,29,10,39,18,6,15,1,20,82,32,34,28,66
2022/2023,2º TURNO,Oscar São José Basketball,94,23,11,34,15,22,6,28,29,9,9,1,21,118,34,29,20,63,Pinheiros,92,25,10,35,12,26,16,42,22,3,12,0,21,105,41,31,17,72
2022/2023,2º TURNO,BRB/Brasília,78,19,8,27,16,29,14,43,17,4,19,0,25,82,42,25,17,67,Caxias do Sul Basquete,88,15,13,28,19,27,6,33,16,4,14,1,19,86,31,26,32,57
2022/2023,2º TURNO,Paulistano,80,19,10,29,12,25,8,33,17,6,8,0,26,87,36,29,17,65,Fortaleza B. C.,78,14,10,24,20,32,10,42,13,3,15,0,22,82,33,24,26,57
2022/2023,2º TURNO,Sesi Franca,88,23,10,33,12,30,6,36,26,7,20,2,23,110,29,29,16,58,Pato Basquete,82,19,7,26,23,21,17,38,12,12,14,1,16,77,39,29,35,68
2022/2023,2º TURNO,BRB/Brasília,74,18,8,26,14,30,8,38,21,4,16,1,11,75,39,24,24,63,União Corinthians,96,20,17,37,5,35,9,44,18,12,12,2,17,120,35,39,8,74
2022/2023,2º TURNO,São Paulo,85,18,11,29,16,29,4,33,22,7,14,2,23,101,25,34,20,59,Fortaleza B. C.,70,18,6,24,16,26,17,43,8,8,13,3,20,70,33,33,23,66
2022/2023,2º TURNO,Oscar São José Basketball,66,17,7,24,11,21,9,30,14,11,7,2,19,66,37,33,15,70,Bauru Basket,93,19,14,33,13,40,4,44,21,4,14,2,15,120,27,30,19,57
2022/2023,2º TURNO,Cerrado,99,22,13,35,16,37,22,59,18,4,13,3,17,110,47,41,23,88,União Corinthians,107,13,18,31,27,33,10,43,19,8,11,7,18,125,36,40,30,76
2022/2023,2º TURNO,Rio Claro,100,25,10,35,20,22,4,26,20,6,11,2,23,115,34,21,28,55,Pato Basquete,93,22,10,32,19,20,15,35,13,7,11,1,26,96,36,32,25,68
2022/2023,2º TURNO,UNIFACISA,78,18,9,27,15,25,9,34,14,7,11,1,25,75,38,29,23,67,Flamengo,80,19,9,28,15,34,13,47,13,5,16,2,21,86,36,28,24,64
2022/2023,2º TURNO,Paulistano,81,20,9,29,14,26,11,37,12,3,8,1,18,83,46,21,19,67,Corinthians,82,18,13,31,7,30,14,44,16,5,9,2,20,95,44,28,11,72
2022/2023,2º TURNO,Fortaleza B. C.,64,17,6,23,12,24,13,37,9,4,10,0,18,51,44,28,16,72,Flamengo,99,16,17,33,16,37,11,48,28,5,11,1,15,131,25,44,19,69
2022/2023,2º TURNO,Cerrado,91,9,17,26,22,25,7,32,21,2,14,0,21,91,20,36,33,56,Caxias do Sul Basquete,98,24,9,33,23,26,9,35,19,7,8,1,23,114,44,20,30,64
2022/2023,2º TURNO,Oscar São José Basketball,89,21,13,34,8,17,10,27,23,2,7,2,16,101,35,34,8,69,123 Minas,96,28,10,38,10,25,14,39,21,3,10,2,13,118,47,23,11,70
2022/2023,2º TURNO,Pinheiros,79,22,6,28,17,26,11,37,21,7,11,1,18,85,41,25,28,66,São Paulo,89,17,13,30,16,31,9,40,19,6,14,2,22,105,30,33,20,63
2022/2023,2º TURNO,UNIFACISA,79,12,13,25,16,19,12,31,17,5,6,1,20,78,32,36,22,68,Oscar São José Basketball,88,21,11,32,13,33,4,37,22,3,12,4,20,116,30,23,18,53
2022/2023,2º TURNO,Sesi Franca,95,18,14,32,17,24,20,44,17,10,11,6,14,117,37,36,20,73,Rio Claro,73,18,11,29,4,22,13,35,21,3,19,2,21,72,40,26,10,66
2022/2023,2º TURNO,Flamengo,90,16,18,34,4,28,13,41,22,10,11,3,10,113,39,30,11,69,Corinthians,64,17,9,26,3,24,8,32,18,5,15,2,17,68,39,23,5,62
2022/2023,2º TURNO,Pinheiros,94,23,10,33,18,34,18,52,23,10,12,2,26,120,50,27,23,77,BRB/Brasília,83,11,12,23,25,29,8,37,16,6,14,2,20,82,24,36,36,60
2022/2023,2º TURNO,Bauru Basket,97,30,8,38,13,32,12,44,33,7,7,6,14,140,49,25,17,74,Cerrado,73,13,11,24,14,24,3,27,13,5,13,2,11,68,29,30,18,59
2022/2023,2º TURNO,Corinthians,73,16,7,23,20,22,14,36,18,8,14,2,20,77,38,27,24,65,São Paulo,85,21,10,31,13,28,12,40,15,5,16,2,21,89,37,28,21,65
2022/2023,2º TURNO,Pato Basquete,75,25,5,30,10,23,10,33,9,9,15,1,21,73,46,21,12,67,Paulistano,87,22,8,30,19,28,11,39,10,7,14,0,16,92,36,27,23,63
2022/2023,2º TURNO,União Corinthians,72,15,9,24,15,33,14,47,16,9,9,4,22,79,35,40,24,75,Caxias do Sul Basquete,74,19,6,25,18,37,6,43,11,5,12,2,23,82,42,17,25,59
2022/2023,2º TURNO,Bauru Basket,72,17,8,25,14,29,8,37,18,7,14,2,17,86,37,23,15,60,BRB/Brasília,70,18,9,27,7,27,13,40,17,10,16,1,19,80,37,28,11,65
2022/2023,2º TURNO,Fortaleza B. C.,71,17,10,27,7,21,13,34,16,5,13,1,20,67,37,31,13,68,Oscar São José Basketball,90,23,10,33,14,31,12,43,22,6,10,4,16,117,39,24,22,63
2022/2023,2º TURNO,Pinheiros,95,27,11,38,8,32,16,48,23,11,14,1,14,119,49,30,12,79,Cerrado,65,17,9,26,4,24,6,30,14,6,20,3,10,58,27,35,8,62
2022/2023,2º TURNO,Cerrado,73,13,8,21,23,32,6,38,15,4,21,2,13,75,31,25,24,56,UNIFACISA,83,25,8,33,9,29,9,38,22,13,14,4,20,104,44,29,11,73
2022/2023,2º TURNO,Pato Basquete,69,22,6,28,7,24,18,42,13,8,15,2,18,68,44,30,12,74,São Paulo,84,17,12,29,14,27,10,37,20,8,15,3,18,99,34,29,18,63
2022/2023,2º TURNO,Paulistano,76,24,3,27,19,28,21,49,12,4,9,2,21,85,47,25,23,72,Rio Claro,66,17,7,24,11,25,12,37,15,6,12,1,24,69,39,22,18,61
2022/2023,2º TURNO,Oscar São José Basketball,88,22,10,32,14,20,16,36,20,14,11,1,22,102,49,26,17,75,Corinthians,81,22,7,29,16,25,7,32,20,6,22,6,19,92,34,19,23,53
2022/2023,2º TURNO,123 Minas,74,12,11,23,17,28,14,42,24,5,13,2,20,90,31,30,23,61,Pinheiros,67,8,12,20,15,28,16,44,21,7,16,1,23,74,29,33,23,62
2022/2023,2º TURNO,Cerrado,88,19,15,34,5,33,15,48,18,6,12,3,15,107,36,35,12,71,Fortaleza B. C.,68,22,6,28,6,28,19,47,12,9,9,3,17,74,46,30,14,76
2022/2023,2º TURNO,BRB/Brasília,88,16,15,31,11,23,6,29,15,6,8,1,15,87,38,34,14,72,UNIFACISA,101,25,14,39,9,37,10,47,23,4,12,4,19,132,38,33,12,71
2022/2023,2º TURNO,Flamengo,70,9,13,22,13,30,11,41,17,3,13,3,16,77,18,41,20,59,Pinheiros,66,20,6,26,8,28,10,38,16,7,11,2,20,77,39,24,12,63
2022/2023,2º TURNO,Oscar São José Basketball,96,28,11,39,7,27,7,34,26,12,18,4,14,128,39,22,11,61,Pato Basquete,69,20,8,28,5,17,16,33,13,13,18,1,11,62,46,23,13,69
2022/2023,2º TURNO,São Paulo,92,21,13,34,11,25,5,30,27,11,13,1,18,119,33,27,14,60,Rio Claro,76,22,8,30,8,22,9,31,22,5,18,0,19,80,42,22,10,64
2022/2023,2º TURNO,123 Minas,63,19,3,22,16,33,8,41,14,6,13,2,19,74,39,17,21,56,Bauru Basket,58,16,7,23,5,27,5,32,19,8,13,1,21,61,33,26,13,59
2022/2023,2º TURNO,Paulistano,64,15,7,22,13,27,16,43,11,8,11,5,21,62,49,26,18,75,Sesi Franca,70,16,5,21,23,35,11,46,9,5,17,4,17,77,38,20,26,58
2022/2023,2º TURNO,BRB/Brasília,80,15,11,26,17,20,11,31,12,5,15,3,19,76,25,38,20,63,Fortaleza B. C.,82,18,10,28,16,26,6,32,17,7,18,3,19,92,33,21,21,54
2022/2023,2º TURNO,Flamengo,89,27,11,38,2,24,17,41,27,8,8,2,14,119,39,37,4,76,Pato Basquete,75,24,8,32,3,22,9,31,16,5,13,0,16,80,44,18,7,62
2022/2023,1º TURNO,Caxias do Sul Basquete,69,16,7,23,16,31,14,45,8,9,17,2,20,64,41,28,22,69,Pinheiros,77,14,10,24,19,34,11,45,10,7,20,4,25,79,37,27,23,64
2022/2023,1º TURNO,Caxias do Sul Basquete,61,16,3,19,20,25,4,29,5,6,11,3,17,61,33,15,23,48,Bauru Basket,74,19,9,28,9,26,12,38,20,6,9,3,18,91,30,31,17,61
2022/2023,2º TURNO,São Paulo,102,25,14,39,10,23,8,31,24,9,8,0,31,109,42,39,17,81,Sesi Franca,105,21,11,32,30,38,12,50,15,6,18,3,23,122,36,28,37,64
2022/2023,1º TURNO,123 Minas,88,17,16,33,6,28,7,35,21,5,16,2,19,98,32,30,14,62,UNIFACISA,87,22,11,33,10,25,20,45,13,9,14,1,17,91,44,36,13,80
2022/2023,1º TURNO,União Corinthians,70,15,8,23,16,30,16,46,15,9,18,1,23,71,35,32,24,67,Pinheiros,79,24,6,30,13,30,17,47,18,9,16,2,21,89,45,26,22,71
2022/2023,1º TURNO,Cerrado,109,19,18,37,17,19,12,31,22,6,12,3,15,119,33,38,23,71,Pato Basquete,110,27,14,41,14,23,9,32,20,6,15,1,20,121,47,22,19,69
2022/2023,1º TURNO,BRB/Brasília,88,22,11,33,11,22,10,32,23,3,7,4,22,92,50,28,17,78,Corinthians,101,29,9,38,16,35,14,49,18,2,10,1,21,121,49,24,21,73
2022/2023,1º TURNO,União Corinthians,67,13,8,21,17,27,7,34,14,6,17,1,19,68,27,29,19,56,Bauru Basket,79,14,12,26,15,29,7,36,19,9,14,1,21,93,29,30,19,59
2022/2023,1º TURNO,Cerrado,89,22,12,34,9,32,12,44,18,9,14,2,16,100,41,36,14,77,Corinthians,79,20,9,29,12,32,9,41,15,6,17,5,20,87,39,30,14,69
2022/2023,1º TURNO,Fortaleza B. C.,88,21,11,32,13,35,18,53,17,6,12,1,20,98,44,29,27,73,UNIFACISA,79,20,9,29,12,29,7,36,11,7,11,2,26,81,40,29,15,69
2022/2023,1º TURNO,Oscar São José Basketball,98,22,12,34,18,30,10,40,23,9,13,3,19,131,36,22,23,58,Rio Claro,63,20,5,25,8,17,11,28,14,3,12,4,19,55,46,20,12,66
2022/2023,1º TURNO,BRB/Brasília,79,26,6,32,9,34,8,42,21,8,20,2,19,99,35,25,14,60,Pato Basquete,66,19,4,23,16,22,4,26,10,7,16,1,17,55,34,26,18,60
